timestamp,type,entry_price,exit_price,size_usd,pnl_usd,pnl_pct,reason
2026-04-29 02:33:58,LONG,145.96010801762827,146.03254001085185,50.0,0.024812256652628147,0.049624513305256295,انعكاس
2026-04-29 02:34:00,SHORT,146.0085756820653,146.00786350845075,50.0,0.00024388074851705,0.0004877614970341,انعكاس
2026-04-29 02:34:04,SHORT,146.01812590274756,146.23970840521318,50.0,-0.0758749987700853,-0.1517499975401706,وقف
2026-04-29 02:34:06,SHORT,146.10717336482725,146.04914145688744,50.0,0.019859363028980746,0.03971872605796149,انعكاس
2026-04-29 02:34:09,LONG,146.09624997204293,146.13376284451294,50.0,0.012838410457898831,0.025676820915797663,انعكاس
2026-04-29 02:34:11,LONG,146.1291831352675,146.21769163974696,50.0,0.030284335606502236,0.06056867121300447,انعكاس
2026-04-29 02:34:13,LONG,146.26194775520787,146.25524830485327,50.0,-0.002290223280020619,-0.004580446560041238,انعكاس
2026-04-29 02:34:16,LONG,146.20913156833976,146.52516059734825,50.0,0.10807431301265022,0.21614862602530044,هدف
2026-04-29 02:34:18,LONG,146.5457923122194,146.56633607662187,50.0,0.007009332741095194,0.014018665482190388,انعكاس
2026-04-29 02:34:26,LONG,146.5383484645671,146.81168483069334,50.0,0.09326444885938409,0.18652889771876818,انعكاس
2026-04-29 02:34:27,LONG,146.82202057750632,146.8941705271561,50.0,0.02457054785310031,0.04914109570620062,انعكاس
2026-04-29 02:34:30,LONG,146.87444936728133,146.76396434680905,50.0,-0.03761206287010414,-0.07522412574020829,انعكاس
2026-04-29 02:34:35,LONG,146.8093628616118,146.74132322717784,50.0,-0.023172784455880047,-0.046345568911760095,انعكاس
2026-04-29 02:34:41,LONG,146.69583678543913,146.56790704010453,50.0,-0.04360374095745835,-0.0872074819149167,انعكاس
2026-04-29 02:34:44,SHORT,146.54592834017325,146.49574674710595,50.0,0.017121455927048373,0.034242911854096746,انعكاس
2026-04-29 02:34:46,LONG,146.42620882598064,146.38916695054098,50.0,-0.012648649356099053,-0.025297298712198105,انعكاس
2026-04-29 02:34:48,SHORT,146.35167340993905,146.41886159713366,50.0,-0.02295436247128003,-0.04590872494256006,انعكاس
2026-04-29 02:34:51,SHORT,146.37211115736847,146.50477669025562,50.0,-0.0453178996456939,-0.0906357992913878,انعكاس
2026-04-29 02:34:53,LONG,146.55997193920496,146.51264191173522,50.0,-0.016146982987064823,-0.032293965974129646,انعكاس
2026-04-29 02:34:55,SHORT,146.54033485342168,146.53705427867678,50.0,0.0011193419027558137,0.0022386838055116274,انعكاس
2026-04-29 02:35:01,SHORT,146.68943860470358,146.64026944302813,50.0,0.016759612056308673,0.033519224112617346,انعكاس
2026-04-29 02:35:04,LONG,146.63695576201667,146.93089315569807,50.0,0.10022623292809184,0.20045246585618368,هدف
2026-04-29 02:35:05,LONG,146.8833760491536,146.91039172640467,50.0,0.009196301847670237,0.018392603695340473,انعكاس
2026-04-29 02:35:07,LONG,146.92431134389537,147.01709557333336,50.0,0.03157551959553589,0.06315103919107178,انعكاس
2026-04-29 02:35:10,LONG,147.0521593297353,147.34749299018844,50.0,0.1004179951519486,0.2008359903038972,هدف
2026-04-29 02:35:13,LONG,147.39169435963828,147.49142694076755,50.0,0.033832496994683006,0.06766499398936601,انعكاس
2026-04-29 02:35:19,LONG,147.5338042720305,147.44818625674182,50.0,-0.029016406006452153,-0.058032812012904306,انعكاس
2026-04-29 02:35:21,LONG,147.44110126780507,147.29126724157203,50.0,-0.05081148504204599,-0.10162297008409198,انعكاس
2026-04-29 02:35:23,LONG,147.2980985790558,147.43012690556048,50.0,0.04481671107038592,0.08963342214077184,انعكاس
2026-04-29 02:35:28,LONG,147.46957026068603,147.6903341641006,50.0,0.07485066343663777,0.14970132687327553,انعكاس
2026-04-29 02:35:34,LONG,147.84044852326846,148.04346316731156,50.0,0.06866004739262602,0.13732009478525203,انعكاس
2026-04-29 02:35:36,LONG,148.00727748667126,147.76368307031532,50.0,-0.08229136448303007,-0.16458272896606013,وقف
2026-04-29 02:35:43,LONG,147.8838571870672,147.88325279653768,50.0,-0.00020434635024663272,-0.00040869270049326544,انعكاس
2026-04-29 02:35:45,SHORT,147.8461027762452,148.09738848332785,50.0,-0.08498218835803459,-0.16996437671606918,وقف
2026-04-29 02:35:49,LONG,148.15698510457565,148.0930748426901,50.0,-0.021568426841448787,-0.043136853682897575,انعكاس
2026-04-29 02:35:53,LONG,148.07854789582387,148.13427310901923,50.0,0.018816099288926955,0.03763219857785391,انعكاس
2026-04-29 02:35:54,LONG,148.14806691942093,148.11533759490467,50.0,-0.011046153080774057,-0.022092306161548114,انعكاس
2026-04-29 02:35:56,SHORT,148.09095151721414,147.92260001074567,50.0,0.056840578287762296,0.11368115657552459,انعكاس
2026-04-29 02:35:59,SHORT,147.9447442357788,147.9266330993165,50.0,0.006120912424391298,0.012241824848782596,انعكاس
2026-04-29 02:36:05,SHORT,147.88396904424317,147.61065411390885,50.0,0.09240857278200099,0.18481714556400197,انعكاس
2026-04-29 02:36:07,SHORT,147.73278102143405,147.78476370312,50.0,-0.01759348241011395,-0.0351869648202279,انعكاس
2026-04-29 02:36:12,SHORT,147.65720683899985,147.65469018864323,50.0,0.0008521935401939001,0.0017043870803878003,انعكاس
2026-04-29 02:36:15,LONG,147.59728922704147,147.59473729130832,50.0,-0.000864492751362902,-0.001728985502725804,انعكاس
2026-04-29 02:36:17,SHORT,147.69157030278907,147.67898344147565,50.0,0.004261198282210057,0.008522396564420115,انعكاس
2026-04-29 02:36:20,LONG,147.5050102621864,147.4735492163235,50.0,-0.010664399062437423,-0.021328798124874846,انعكاس
2026-04-29 02:36:28,SHORT,147.6110857198673,147.3199674449924,50.0,0.09860989554246472,0.19721979108492943,انعكاس
2026-04-29 02:36:30,SHORT,147.30211747503182,147.3043175850019,50.0,-0.0007468018816712023,-0.0014936037633424045,انعكاس
2026-04-29 02:36:32,SHORT,147.3494785218509,147.42465650875772,50.0,-0.025510096018315605,-0.05102019203663121,انعكاس
2026-04-29 02:36:36,SHORT,147.41456866594055,147.5060208948796,50.0,-0.031018721475997307,-0.06203744295199461,انعكاس
2026-04-29 02:36:38,LONG,147.60830506961116,147.69502197128986,50.0,0.02937399140170456,0.05874798280340912,انعكاس
2026-04-29 02:36:39,SHORT,147.6767196155674,147.72179384891305,50.0,-0.01526111680398307,-0.03052223360796614,انعكاس
2026-04-29 02:36:40,LONG,147.7316480152248,147.7050931920196,50.0,-0.00898752012922308,-0.01797504025844616,انعكاس
2026-04-29 02:36:46,SHORT,147.65681462074394,147.46178771495724,50.0,0.06604060445419693,0.13208120890839387,انعكاس
2026-04-29 02:36:47,SHORT,147.47285427185042,147.54394539561395,50.0,-0.02410312193201134,-0.04820624386402268,انعكاس
2026-04-29 02:36:49,LONG,147.5908604321973,147.44619619523596,50.0,-0.049008534992519184,-0.09801706998503837,انعكاس
2026-04-29 02:36:56,SHORT,147.40750112316968,147.32139754861612,50.0,0.029205967775552975,0.05841193555110595,انعكاس
2026-04-29 02:37:00,LONG,147.33664544145535,147.40357904217964,50.0,0.02271451223955476,0.04542902447910952,انعكاس
2026-04-29 02:37:03,LONG,147.36999748566348,147.46388788083956,50.0,0.031855329028292585,0.06371065805658517,انعكاس
2026-04-29 02:37:05,LONG,147.4709319290958,147.65717509780174,50.0,0.06314572176009868,0.12629144352019736,انعكاس
2026-04-29 02:37:09,LONG,147.6749305290675,147.61389608678562,50.0,-0.02066513322986333,-0.04133026645972666,انعكاس
2026-04-29 02:37:13,LONG,147.56185757560007,147.33639776411482,50.0,-0.07639501670333132,-0.15279003340666264,وقف
2026-04-29 02:37:15,SHORT,147.32815533924358,147.3293285246827,50.0,-0.00039815384792301045,-0.0007963076958460209,انعكاس
2026-04-29 02:37:17,SHORT,147.29111635410396,147.39885789975753,50.0,-0.03657435299578593,-0.07314870599157186,انعكاس
2026-04-29 02:37:21,SHORT,147.39877614600218,147.07317751746768,50.0,0.11044821302043227,0.22089642604086454,هدف
2026-04-29 02:37:23,SHORT,147.10478402675182,147.2550951602057,50.0,-0.051089818202840434,-0.10217963640568087,انعكاس
2026-04-29 02:37:24,SHORT,147.22602023768954,147.29399083851817,50.0,-0.023083759487247873,-0.046167518974495746,انعكاس
2026-04-29 02:37:29,SHORT,147.267260455132,147.28988387150642,50.0,-0.007681074634137,-0.015362149268274,انعكاس
2026-04-29 02:37:33,LONG,147.19796812733574,146.96367450487332,50.0,-0.07958453008663058,-0.15916906017326116,وقف
2026-04-29 02:37:36,LONG,146.93213616123924,146.7109441471449,50.0,-0.07527012805817584,-0.1505402561163517,وقف
2026-04-29 02:37:39,LONG,146.6465102205631,146.86042234759356,50.0,0.07293461218706145,0.1458692243741229,انعكاس
2026-04-29 02:37:43,SHORT,146.771727467144,146.44142746919445,50.0,0.11252167009599261,0.22504334019198521,هدف
2026-04-29 02:37:46,SHORT,146.59197482510083,146.6332831366806,50.0,-0.014089554230050459,-0.028179108460100917,انعكاس
2026-04-29 02:37:49,SHORT,146.66878652479855,146.72473302197204,50.0,-0.01907239382662876,-0.03814478765325752,انعكاس
2026-04-29 02:37:51,SHORT,146.73727904941381,146.74093660096034,50.0,-0.0012462925475443742,-0.0024925850950887484,انعكاس
2026-04-29 02:37:57,SHORT,146.62665969821364,146.48648064106735,50.0,0.04780135394027734,0.09560270788055468,انعكاس
2026-04-29 02:38:00,SHORT,146.51773890325435,146.5223333510333,50.0,-0.0015678810679625715,-0.003135762135925143,انعكاس
2026-04-29 02:38:02,SHORT,146.56675219950202,146.6120780174558,50.0,-0.015462517001151439,-0.030925034002302877,انعكاس
2026-04-29 02:38:04,SHORT,146.58308388802274,146.5776524823861,50.0,0.0018526713630855863,0.0037053427261711726,انعكاس
2026-04-29 02:38:05,SHORT,146.6103235188982,146.55247477508922,50.0,0.01972874161263707,0.03945748322527414,انعكاس
2026-04-29 02:38:06,SHORT,146.58745479168928,146.6109620995265,50.0,-0.008018185413824212,-0.016036370827648423,انعكاس
2026-04-29 02:38:09,LONG,146.65209813233244,146.57997101267247,50.0,-0.02459123346291403,-0.04918246692582806,انعكاس
2026-04-29 02:38:12,SHORT,146.56987597578396,146.71948203491993,50.0,-0.051035745967573216,-0.10207149193514643,انعكاس
2026-04-29 02:38:14,LONG,146.72139278376278,146.49358752862344,50.0,-0.07763191543413255,-0.1552638308682651,وقف
2026-04-29 02:38:16,SHORT,146.4691094986074,146.4317821036054,50.0,0.012742412079166054,0.025484824158332108,انعكاس
2026-04-29 02:38:17,SHORT,146.44934287009738,146.48777275373098,50.0,-0.013120538092029909,-0.026241076184059818,انعكاس
2026-04-29 02:38:20,LONG,146.5047542763633,146.3155632353233,50.0,-0.06456822578026725,-0.1291364515605345,انعكاس
2026-04-29 02:38:24,SHORT,146.5476040892796,146.50097283336592,50.0,0.01590993459205861,0.03181986918411722,انعكاس
2026-04-29 02:38:29,LONG,146.43804788592854,146.77429390103842,50.0,0.1148082823979618,0.2296165647959236,هدف
2026-04-29 02:38:33,LONG,146.76592449814737,146.92466292569392,50.0,0.05407877478690777,0.10815754957381554,انعكاس
2026-04-29 02:38:38,LONG,146.9650640655861,146.8263691213391,50.0,-0.04718636538854476,-0.09437273077708952,انعكاس
2026-04-29 02:38:41,LONG,146.7921264493533,146.79504373752746,50.0,0.0009936800578901216,0.001987360115780243,انعكاس
2026-04-29 02:38:46,LONG,146.60086756425218,146.5210271318208,50.0,-0.027230545684318593,-0.054461091368637186,انعكاس
2026-04-29 02:38:51,SHORT,146.30216950817294,146.5225338346587,50.0,-0.07531136661423683,-0.15062273322847367,وقف
2026-04-29 02:38:53,LONG,146.4650691272762,146.45925107843263,50.0,-0.0019861557701889607,-0.003972311540377921,انعكاس
2026-04-29 02:38:58,SHORT,146.31424022417158,146.19560793008858,50.0,0.040540241982338895,0.08108048396467779,انعكاس
2026-04-29 02:39:00,SHORT,146.22918138698572,146.19466188592133,50.0,0.011803219007643584,0.023606438015287168,انعكاس
2026-04-29 02:39:02,LONG,146.23175622249371,146.1335934564749,50.0,-0.03356410691992943,-0.06712821383985886,انعكاس
2026-04-29 02:39:05,SHORT,146.13158069169677,146.05262391119115,50.0,0.027015645807664614,0.05403129161532923,انعكاس
2026-04-29 02:39:08,LONG,146.0670941698781,145.84203349131897,50.0,-0.0770401711070423,-0.1540803422140846,وقف
2026-04-29 02:39:12,LONG,145.66469255329775,145.64877950337333,50.0,-0.005462219308429477,-0.010924438616858954,انعكاس
2026-04-29 02:39:15,SHORT,145.810258844741,145.84575482256238,50.0,-0.012171975450357673,-0.024343950900715346,انعكاس
2026-04-29 02:39:18,SHORT,145.82175826252805,145.85943975715122,50.0,-0.01292039510157754,-0.02584079020315508,انعكاس
2026-04-29 02:39:21,SHORT,145.86732742149425,146.09887370580665,50.0,-0.07936879642804834,-0.15873759285609668,وقف
2026-04-29 02:39:28,SHORT,145.96731816467113,146.19584675306774,50.0,-0.0782807382056586,-0.1565614764113172,وقف
2026-04-29 02:39:32,LONG,146.16285232672308,146.15377183085184,50.0,-0.003106294016125047,-0.006212588032250094,انعكاس
2026-04-29 02:39:36,LONG,146.2599573436329,146.3172551798884,50.0,0.01958767023324621,0.03917534046649242,انعكاس
2026-04-29 02:39:39,LONG,146.53493562299684,146.41691671336287,50.0,-0.04026988824617634,-0.08053977649235268,انعكاس
2026-04-29 02:39:41,LONG,146.43541750424336,146.4500204640644,50.0,0.00498614340366953,0.00997228680733906,انعكاس
2026-04-29 02:39:46,LONG,146.46663645849677,146.34612101795955,50.0,-0.0411409190008156,-0.0822818380016312,انعكاس
2026-04-29 02:39:48,SHORT,146.31434516606012,146.32940643135595,50.0,-0.0051468860687355865,-0.010293772137471173,انعكاس
2026-04-29 02:39:51,SHORT,146.31125611717562,146.31404489304737,50.0,-0.0009530284770148903,-0.0019060569540297807,انعكاس
2026-04-29 02:39:57,SHORT,146.2102193019635,145.8842556714708,50.0,0.1114708780442622,0.2229417560885244,هدف
2026-04-29 02:40:04,SHORT,145.88653283902974,145.59347232590085,50.0,0.10044124958821726,0.20088249917643453,هدف
2026-04-29 02:40:07,LONG,145.48980136989218,145.43527492429712,50.0,-0.018738923650198365,-0.03747784730039673,انعكاس
2026-04-29 02:40:09,SHORT,145.39569230958355,145.53167509614684,50.0,-0.046763003911336073,-0.09352600782267215,انعكاس
2026-04-29 02:40:14,LONG,145.51441999650538,145.29297241958324,50.0,-0.07609128254349751,-0.15218256508699501,وقف
2026-04-29 02:40:17,SHORT,145.28844858661046,145.27077050099513,50.0,0.006083789106190236,0.012167578212380473,انعكاس
2026-04-29 02:40:20,SHORT,145.18411536487838,145.1695936709357,50.0,0.005001130428825772,0.010002260857651544,انعكاس
2026-04-29 02:40:23,SHORT,145.13367494444404,145.27193991939257,50.0,-0.04763366427586617,-0.09526732855173234,انعكاس
2026-04-29 02:40:25,SHORT,145.24866129172835,145.26177426437678,50.0,-0.0045139736682639165,-0.009027947336527833,انعكاس
2026-04-29 02:40:28,SHORT,145.21431590321973,145.43626001144975,50.0,-0.07641949998164689,-0.15283899996329378,وقف
2026-04-29 02:40:31,SHORT,145.44563919458153,145.20093768761961,50.0,0.08412129381017329,0.16824258762034658,انعكاس
2026-04-29 02:40:36,LONG,145.24084792186562,145.3271843238498,50.0,0.02972180458166135,0.0594436091633227,انعكاس
2026-04-29 02:40:37,LONG,145.28157938481007,145.29039072878683,50.0,0.0030325055709302523,0.006065011141860505,انعكاس
2026-04-29 02:40:39,LONG,145.33795751673262,145.32365195075215,50.0,-0.00492148308153344,-0.00984296616306688,انعكاس
2026-04-29 02:40:45,SHORT,145.45916334772315,145.48787704577174,50.0,-0.009870020350643173,-0.019740040701286345,انعكاس
2026-04-29 02:40:53,SHORT,145.36437486464382,145.5931238304096,50.0,-0.07868123327286636,-0.15736246654573272,وقف
2026-04-29 02:40:55,SHORT,145.64414433323319,145.87680702458562,50.0,-0.07987368541920213,-0.15974737083840426,وقف
2026-04-29 02:41:02,SHORT,145.87814889155013,145.76984149642928,50.0,0.037122556031803276,0.07424511206360655,انعكاس
2026-04-29 02:41:04,SHORT,145.7877832745801,145.7555196343142,50.0,0.011065275684020761,0.022130551368041523,انعكاس
2026-04-29 02:41:07,SHORT,145.86093246610278,145.84682265452037,50.0,0.004836734327642535,0.00967346865528507,انعكاس
2026-04-29 02:41:09,LONG,145.78223421937173,145.8100253273317,50.0,0.009531719728666118,0.019063439457332236,انعكاس
2026-04-29 02:41:12,LONG,145.84478094787252,145.62350014819089,50.0,-0.07586174775795586,-0.15172349551591172,وقف
2026-04-29 02:41:18,SHORT,145.69380543896614,145.92030898327846,50.0,-0.0777327298267355,-0.155465459653471,وقف
2026-04-29 02:41:24,SHORT,145.7975815781852,145.90033916684516,50.0,-0.03523981246727688,-0.07047962493455376,انعكاس
2026-04-29 02:41:26,SHORT,145.92622494636893,145.9394772360179,50.0,-0.004540749839115937,-0.009081499678231873,انعكاس
2026-04-29 02:41:28,LONG,145.86517765389175,145.9307526183026,50.0,0.022477936634896688,0.044955873269793376,انعكاس
2026-04-29 02:41:31,LONG,145.96943192973583,145.73858699294016,50.0,-0.07907304075376442,-0.15814608150752885,وقف
2026-04-29 02:41:35,LONG,145.78843154127003,145.5538235874945,50.0,-0.08046178674647585,-0.1609235734929517,وقف
